subjID	delay_later	amount_later	delay_sooner	amount_sooner	choice
292	44	30	now	27	0
292	8	30	now	25	0
292	25	35	now	10	0
292	6	35	now	14	0
292	48	25	now	17	0
292	119	35	now	16	0
292	14	25	now	16	0
292	37	25	now	13	0
292	41	35	now	30	1
292	11	25	now	12	0
292	159	35	now	25	1
292	58	25	now	13	1
292	9	30	now	22	0
292	170	30	now	29	1
292	98	25	now	18	0
292	158	25	now	20	0
292	43	35	now	13	0
292	7	30	now	14	0
292	30	25	now	21	0
292	2	25	now	19	0
292	145	25	now	23	1
292	47	35	now	34	0
292	136	25	now	22	0
292	113	30	now	28	1
292	5	25	now	19	0
292	1	25	now	20	0
292	112	25	now	24	1
292	111	30	now	27	0
292	12	35	now	12	0
292	109	30	now	11	1
292	16	30	now	15	0
292	61	35	now	33	1
292	87	30	now	29	1
292	152	35	now	33	0
292	4	30	now	15	0
292	110	35	now	34	1
292	81	35	now	31	0
292	126	30	now	20	0
292	180	25	now	24	1
292	15	30	now	26	0
292	22	35	now	26	0
292	173	25	now	24	0
292	76	25	now	21	1
292	130	30	now	29	0
292	3	30	now	23	0
292	160	35	now	34	0
292	99	35	now	10	0
292	35	35	now	11	0
292	45	30	now	28	1
292	168	35	now	17	0
292	106	30	now	18	0
