subjID	delay_later	amount_later	delay_sooner	amount_sooner	choice
582	30	25	0	21	0
582	41	35	0	30	0
582	106	30	0	18	0
582	9	30	0	22	0
582	4	30	0	15	0
582	136	25	0	22	0
582	37	25	0	13	0
582	112	25	0	24	1
582	25	35	0	10	0
582	159	35	0	25	1
582	35	35	0	11	0
582	8	30	0	25	0
582	99	35	0	10	0
582	152	35	0	33	0
582	47	35	0	34	1
582	45	30	0	28	0
582	3	30	0	23	0
582	168	35	0	17	0
582	109	30	0	11	0
582	15	30	0	26	0
582	5	25	0	19	0
582	81	35	0	31	1
582	130	30	0	29	0
582	180	25	0	24	0
582	7	30	0	14	0
582	12	35	0	12	0
582	43	35	0	13	0
582	98	25	0	18	0
582	6	35	0	14	0
582	76	25	0	21	1
582	158	25	0	20	1
582	61	35	0	33	1
582	48	25	0	17	0
582	2	25	0	19	0
582	16	30	0	15	0
582	119	35	0	16	0
582	58	25	0	13	0
582	126	30	0	20	0
582	87	30	0	29	1
582	22	35	0	26	0
582	1	25	0	20	0
582	11	25	0	12	0
582	145	25	0	23	0
582	173	25	0	24	1
582	14	25	0	16	0
582	111	30	0	27	1
582	113	30	0	28	1
582	110	35	0	34	0
582	160	35	0	34	1
582	170	30	0	29	1
582	44	30	0	27	0
