subjID	delay_later	amount_later	delay_sooner	amount_sooner	choice
281	130	30	0	29	1
281	106	30	0	18	0
281	5	25	0	19	1
281	11	25	0	12	1
281	145	25	0	23	1
281	98	25	0	18	1
281	159	35	0	25	1
281	112	25	0	24	1
281	8	30	0	25	0
281	37	25	0	13	1
281	25	35	0	10	1
281	43	35	0	13	1
281	99	35	0	10	1
281	81	35	0	31	0
281	87	30	0	29	1
281	48	25	0	17	0
281	45	30	0	28	0
281	7	30	0	14	1
281	9	30	0	22	1
281	160	35	0	34	0
281	35	35	0	11	1
281	109	30	0	11	1
281	22	35	0	26	1
281	180	25	0	24	1
281	126	30	0	20	1
281	16	30	0	15	1
281	47	35	0	34	1
281	110	35	0	34	1
281	111	30	0	27	0
281	136	25	0	22	1
281	113	30	0	28	0
281	30	25	0	21	1
281	173	25	0	24	1
281	170	30	0	29	1
281	15	30	0	26	1
281	4	30	0	15	1
281	76	25	0	21	0
281	6	35	0	14	1
281	41	35	0	30	1
281	1	25	0	20	1
281	152	35	0	33	1
281	58	25	0	13	1
281	168	35	0	17	1
281	119	35	0	16	1
281	61	35	0	33	1
281	3	30	0	23	1
281	12	35	0	12	1
281	158	25	0	20	1
281	2	25	0	19	1
281	44	30	0	27	0
