subjID	delay_later	amount_later	delay_sooner	amount_sooner	choice
593	98	25	0	18	1
593	106	30	0	18	1
593	168	35	0	17	0
593	58	25	0	13	1
593	41	35	0	30	1
593	9	30	0	22	0
593	43	35	0	13	1
593	180	25	0	24	1
593	109	30	0	11	1
593	160	35	0	34	0
593	15	30	0	26	1
593	145	25	0	23	0
593	16	30	0	15	1
593	152	35	0	33	0
593	158	25	0	20	0
593	7	30	0	14	1
593	173	25	0	24	0
593	45	30	0	28	0
593	14	25	0	16	1
593	112	25	0	24	0
593	35	35	0	11	1
593	37	25	0	13	1
593	6	35	0	14	1
593	130	30	0	29	1
593	22	35	0	26	0
593	44	30	0	27	1
593	1	25	0	20	1
593	111	30	0	27	0
593	11	25	0	12	1
593	159	35	0	25	0
593	81	35	0	31	0
593	76	25	0	21	1
593	12	35	0	12	1
593	3	30	0	23	1
593	48	25	0	17	1
593	119	35	0	16	1
593	136	25	0	22	0
593	110	35	0	34	1
593	5	25	0	19	1
593	87	30	0	29	1
593	99	35	0	10	1
593	8	30	0	25	0
593	25	35	0	10	1
593	2	25	0	19	1
593	126	30	0	20	0
593	170	30	0	29	1
