subjID	delay_later	amount_later	delay_sooner	amount_sooner	choice
292	6	35	0	14	1
292	48	25	0	17	1
292	119	35	0	16	1
292	14	25	0	16	1
292	37	25	0	13	1
292	41	35	0	30	0
292	11	25	0	12	1
292	159	35	0	25	0
292	58	25	0	13	0
292	9	30	0	22	1
292	170	30	0	29	0
292	98	25	0	18	1
292	158	25	0	20	1
292	43	35	0	13	1
292	7	30	0	14	1
292	30	25	0	21	1
292	2	25	0	19	1
292	145	25	0	23	0
292	47	35	0	34	1
292	136	25	0	22	1
292	113	30	0	28	0
292	5	25	0	19	1
292	1	25	0	20	1
292	112	25	0	24	0
292	111	30	0	27	1
292	12	35	0	12	1
292	109	30	0	11	0
292	16	30	0	15	1
292	61	35	0	33	0
292	87	30	0	29	0
292	152	35	0	33	1
292	4	30	0	15	1
292	110	35	0	34	0
292	81	35	0	31	1
292	126	30	0	20	1
292	180	25	0	24	0
292	15	30	0	26	1
292	22	35	0	26	1
292	173	25	0	24	1
292	76	25	0	21	0
292	130	30	0	29	1
292	3	30	0	23	1
292	160	35	0	34	1
292	99	35	0	10	1
292	35	35	0	11	1
292	45	30	0	28	0
292	168	35	0	17	1
292	106	30	0	18	1
