subjID	delay_later	amount_later	delay_sooner	amount_sooner	choice
525	43	35	0	13	0
525	15	30	0	26	1
525	11	25	0	12	1
525	180	25	0	24	1
525	170	30	0	29	0
525	136	25	0	22	0
525	106	30	0	18	1
525	130	30	0	29	1
525	81	35	0	31	1
525	12	35	0	12	0
525	98	25	0	18	1
525	4	30	0	15	1
525	16	30	0	15	1
525	5	25	0	19	1
525	152	35	0	33	1
525	112	25	0	24	1
525	158	25	0	20	1
525	110	35	0	34	0
525	159	35	0	25	0
525	173	25	0	24	0
525	160	35	0	34	1
525	44	30	0	27	1
525	76	25	0	21	1
525	47	35	0	34	1
525	6	35	0	14	0
525	3	30	0	23	1
525	87	30	0	29	1
525	25	35	0	10	1
525	145	25	0	23	1
525	58	25	0	13	1
525	119	35	0	16	1
525	9	30	0	22	1
525	22	35	0	26	1
525	48	25	0	17	0
525	14	25	0	16	1
525	113	30	0	28	1
525	2	25	0	19	0
525	45	30	0	28	0
525	41	35	0	30	1
525	7	30	0	14	1
525	61	35	0	33	0
525	8	30	0	25	1
525	109	30	0	11	1
525	37	25	0	13	0
525	30	25	0	21	1
