subjID	delay_later	amount_later	delay_sooner	amount_sooner	choice
578	168	35	0	17	1
578	8	30	0	25	1
578	130	30	0	29	1
578	61	35	0	33	1
578	47	35	0	34	0
578	180	25	0	24	0
578	136	25	0	22	1
578	43	35	0	13	1
578	173	25	0	24	0
578	99	35	0	10	1
578	87	30	0	29	1
578	22	35	0	26	1
578	119	35	0	16	1
578	5	25	0	19	1
578	126	30	0	20	1
578	81	35	0	31	1
578	113	30	0	28	0
578	48	25	0	17	1
578	12	35	0	12	1
578	152	35	0	33	0
578	158	25	0	20	1
578	11	25	0	12	1
578	76	25	0	21	1
578	3	30	0	23	1
578	14	25	0	16	1
578	45	30	0	28	1
578	6	35	0	14	1
578	160	35	0	34	0
578	111	30	0	27	0
578	4	30	0	15	1
578	15	30	0	26	0
578	98	25	0	18	1
578	170	30	0	29	0
578	1	25	0	20	1
578	7	30	0	14	1
578	112	25	0	24	0
578	25	35	0	10	1
578	44	30	0	27	1
578	35	35	0	11	1
578	109	30	0	11	1
578	41	35	0	30	1
578	37	25	0	13	1
578	145	25	0	23	1
578	16	30	0	15	1
578	106	30	0	18	1
578	58	25	0	13	1
578	159	35	0	25	1
578	110	35	0	34	1
