subjID	delay_later	amount_later	delay_sooner	amount_sooner	choice
584	41	35	0	30	1
584	136	25	0	22	1
584	145	25	0	23	1
584	180	25	0	24	1
584	152	35	0	33	1
584	61	35	0	33	0
584	45	30	0	28	1
584	110	35	0	34	0
584	119	35	0	16	1
584	22	35	0	26	1
584	99	35	0	10	1
584	2	25	0	19	1
584	170	30	0	29	1
584	14	25	0	16	1
584	160	35	0	34	1
584	173	25	0	24	1
584	109	30	0	11	1
584	3	30	0	23	1
584	58	25	0	13	1
584	81	35	0	31	1
584	9	30	0	22	1
584	6	35	0	14	1
584	106	30	0	18	1
584	111	30	0	27	0
584	113	30	0	28	0
584	44	30	0	27	1
584	130	30	0	29	1
584	25	35	0	10	1
584	16	30	0	15	1
584	30	25	0	21	1
584	87	30	0	29	1
584	8	30	0	25	1
584	12	35	0	12	1
584	126	30	0	20	1
584	43	35	0	13	1
584	15	30	0	26	1
584	1	25	0	20	1
584	11	25	0	12	1
584	98	25	0	18	1
584	168	35	0	17	0
584	112	25	0	24	1
584	47	35	0	34	1
584	7	30	0	14	1
584	158	25	0	20	0
584	159	35	0	25	1
584	76	25	0	21	1
584	35	35	0	11	1
584	37	25	0	13	1
584	5	25	0	19	1
