subjID	delay_later	amount_later	delay_sooner	amount_sooner	choice
609	30	25	0	21	1
609	1	25	0	20	1
609	22	35	0	26	0
609	7	30	0	14	0
609	159	35	0	25	1
609	15	30	0	26	0
609	87	30	0	29	1
609	111	30	0	27	1
609	170	30	0	29	1
609	119	35	0	16	1
609	44	30	0	27	0
609	48	25	0	17	1
609	81	35	0	31	0
609	112	25	0	24	1
609	58	25	0	13	0
609	109	30	0	11	0
609	37	25	0	13	1
609	173	25	0	24	0
609	41	35	0	30	1
609	130	30	0	29	1
609	152	35	0	33	1
609	113	30	0	28	1
609	158	25	0	20	0
609	9	30	0	22	1
609	99	35	0	10	0
609	76	25	0	21	1
609	145	25	0	23	0
609	2	25	0	19	1
609	45	30	0	28	1
609	12	35	0	12	1
609	35	35	0	11	1
609	110	35	0	34	1
609	16	30	0	15	1
609	25	35	0	10	1
609	180	25	0	24	1
609	61	35	0	33	1
609	136	25	0	22	0
609	43	35	0	13	1
609	14	25	0	16	0
609	126	30	0	20	0
609	47	35	0	34	0
609	168	35	0	17	1
609	11	25	0	12	1
609	6	35	0	14	1
609	160	35	0	34	0
609	4	30	0	15	1
609	106	30	0	18	0
609	5	25	0	19	1
