subjID	delay_later	amount_later	delay_sooner	amount_sooner	choice
4724	35	35	now	11	0
4724	160	35	now	34	0
4724	159	35	now	25	1
4724	109	30	now	11	1
4724	111	30	now	27	1
4724	61	35	now	33	1
4724	4	30	now	15	0
4724	58	25	now	13	0
4724	44	30	now	27	0
4724	11	25	now	12	0
4724	14	25	now	16	0
4724	81	35	now	31	0
4724	180	25	now	24	0
4724	152	35	now	33	0
4724	168	35	now	17	1
4724	1	25	now	20	0
4724	110	35	now	34	1
4724	5	25	now	19	0
4724	76	25	now	21	0
4724	126	30	now	20	0
4724	12	35	now	12	0
4724	173	25	now	24	0
4724	99	35	now	10	1
4724	7	30	now	14	0
4724	136	25	now	22	1
4724	30	25	now	21	0
4724	15	30	now	26	0
4724	48	25	now	17	1
4724	22	35	now	26	0
4724	130	30	now	29	1
4724	98	25	now	18	0
4724	170	30	now	29	1
4724	43	35	now	13	0
4724	47	35	now	34	0
4724	45	30	now	28	0
4724	145	25	now	23	1
4724	2	25	now	19	0
4724	6	35	now	14	0
4724	113	30	now	28	1
4724	8	30	now	25	0
4724	41	35	now	30	1
4724	112	25	now	24	0
4724	87	30	now	29	0
4724	119	35	now	16	0
4724	9	30	now	22	0
4724	106	30	now	18	1
4724	25	35	now	10	0
4724	16	30	now	15	0
4724	158	25	now	20	0
4724	37	25	now	13	0
4724	3	30	now	23	0
