subjID	delay_later	amount_later	delay_sooner	amount_sooner	choice
331	98	25	0	18	0
331	99	35	0	10	0
331	12	35	0	12	1
331	180	25	0	24	0
331	15	30	0	26	0
331	112	25	0	24	1
331	109	30	0	11	1
331	11	25	0	12	1
331	2	25	0	19	1
331	16	30	0	15	1
331	152	35	0	33	1
331	14	25	0	16	1
331	6	35	0	14	0
331	22	35	0	26	1
331	136	25	0	22	0
331	3	30	0	23	1
331	43	35	0	13	0
331	130	30	0	29	0
331	30	25	0	21	1
331	35	35	0	11	1
331	126	30	0	20	1
331	168	35	0	17	1
331	81	35	0	31	0
331	41	35	0	30	0
331	76	25	0	21	1
331	37	25	0	13	1
331	106	30	0	18	1
331	44	30	0	27	0
331	48	25	0	17	0
331	8	30	0	25	0
331	159	35	0	25	0
331	25	35	0	10	1
331	58	25	0	13	1
331	158	25	0	20	0
331	110	35	0	34	1
331	61	35	0	33	0
331	1	25	0	20	1
331	160	35	0	34	1
331	173	25	0	24	1
331	9	30	0	22	0
331	111	30	0	27	0
331	87	30	0	29	1
331	47	35	0	34	1
331	4	30	0	15	1
331	113	30	0	28	1
331	145	25	0	23	1
331	7	30	0	14	0
331	170	30	0	29	0
331	45	30	0	28	0
